::1 - - [08/Sep/2019:12:57:01 +0530] "GET /phpmyadmin/db_structure.php?server=1&db=shivam&ajax_request=true&ajax_page_request=true&_nocache=1567927621296179939&token=V2K%40g%7FDwYr2%5C%5C*Q6 HTTP/1.1" 200 5201
::1 - - [08/Sep/2019:12:57:10 +0530] "GET /phpmyadmin/db_structure.php?server=1&db=shivam&ajax_request=true&ajax_page_request=true&_nocache=1567927630345130836&token=V2K%40g%7FDwYr2%5C%5C*Q6 HTTP/1.1" 200 5201
::1 - - [08/Sep/2019:12:57:11 +0530] "GET /phpmyadmin/navigation.php?ajax_request=1&aPath=cm9vdA%3D%3D.c2hpdmFt&vPath=cm9vdA%3D%3D.c2hpdmFt&pos=0&pos2_name=&pos2_value=&searchClause=&searchClause2=&_nocache=1567927631102755688&token=V2K%40g%7FDwYr2%5C%5C*Q6 HTTP/1.1" 200 1911
127.0.0.1 - - [08/Sep/2019:12:57:22 +0530] "GET / HTTP/1.1" 200 4611
127.0.0.1 - - [08/Sep/2019:12:57:23 +0530] "GET /icons/text.gif HTTP/1.1" 200 229
127.0.0.1 - - [08/Sep/2019:12:57:23 +0530] "GET /icons/blank.gif HTTP/1.1" 200 148
127.0.0.1 - - [08/Sep/2019:12:57:23 +0530] "GET /icons/unknown.gif HTTP/1.1" 200 245
127.0.0.1 - - [08/Sep/2019:12:57:23 +0530] "GET /icons/folder.gif HTTP/1.1" 200 225
127.0.0.1 - - [08/Sep/2019:12:57:34 +0530] "GET /public/ HTTP/1.1" 200 -
::1 - - [08/Sep/2019:12:57:57 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:22 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:22 +0530] "GET /favicon.ico HTTP/1.1" 404 1215
::1 - - [08/Sep/2019:12:58:23 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:26 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:26 +0530] "GET /favicon.ico HTTP/1.1" 404 1215
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /favicon.ico HTTP/1.1" 404 1215
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /favicon.ico HTTP/1.1" 404 1215
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /shivam/ HTTP/1.1" 404 1079
::1 - - [08/Sep/2019:12:58:27 +0530] "GET /favicon.ico HTTP/1.1" 404 1215
127.0.0.1 - - [08/Sep/2019:13:00:39 +0530] "GET / HTTP/1.1" 200 2696
127.0.0.1 - - [08/Sep/2019:13:00:48 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:00:53 +0530] "GET /login HTTP/1.1" 200 4893
127.0.0.1 - - [08/Sep/2019:13:00:54 +0530] "GET /css/app.css HTTP/1.1" 200 127801
127.0.0.1 - - [08/Sep/2019:13:00:54 +0530] "GET /js/app.js HTTP/1.1" 200 337106
::1 - - [08/Sep/2019:13:21:06 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1508
::1 - - [08/Sep/2019:13:21:15 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1508
::1 - - [08/Sep/2019:13:21:17 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1508
127.0.0.1 - - [08/Sep/2019:13:21:58 +0530] "POST /login HTTP/1.1" 302 376
127.0.0.1 - - [08/Sep/2019:13:22:06 +0530] "GET /login HTTP/1.1" 200 5174
127.0.0.1 - - [08/Sep/2019:13:22:46 +0530] "POST /login HTTP/1.1" 302 376
127.0.0.1 - - [08/Sep/2019:13:22:47 +0530] "GET /login HTTP/1.1" 200 5189
::1 - - [08/Sep/2019:13:22:54 +0530] "GET /phpmyadmin/sql.php?db=shivam&table=users&pos=0&ajax_request=true&ajax_page_request=true&_nocache=1567929174808999280&token=V2K%40g%7FDwYr2%5C%5C*Q6 HTTP/1.1" 200 6955
::1 - - [08/Sep/2019:13:22:58 +0530] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&no_debug=true&_nocache=156792917815789448&token=V2K%40g%7FDwYr2%5C%5C*Q6 HTTP/1.1" 200 1434
127.0.0.1 - - [08/Sep/2019:13:23:11 +0530] "POST /login HTTP/1.1" 302 372
127.0.0.1 - - [08/Sep/2019:13:23:11 +0530] "GET /home HTTP/1.1" 200 3362
127.0.0.1 - - [08/Sep/2019:13:23:37 +0530] "GET /home HTTP/1.1" 200 3360
127.0.0.1 - - [08/Sep/2019:13:23:38 +0530] "GET /css/app.css HTTP/1.1" 200 127801
127.0.0.1 - - [08/Sep/2019:13:23:38 +0530] "GET /js/app.js HTTP/1.1" 200 337106
127.0.0.1 - - [08/Sep/2019:13:23:38 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:23:50 +0530] "GET /home HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:23:50 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:23:52 +0530] "GET /home HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:23:52 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:24:04 +0530] "GET /home HTTP/1.1" 200 3376
127.0.0.1 - - [08/Sep/2019:13:24:04 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:24:17 +0530] "GET /home HTTP/1.1" 200 3360
127.0.0.1 - - [08/Sep/2019:13:24:17 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:44:26 +0530] "GET /home HTTP/1.1" 500 361153
127.0.0.1 - - [08/Sep/2019:13:44:41 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:45:07 +0530] "GET /home HTTP/1.1" 200 3360
127.0.0.1 - - [08/Sep/2019:13:45:11 +0530] "GET /favicon.ico HTTP/1.1" 200 -
127.0.0.1 - - [08/Sep/2019:13:45:15 +0530] "POST /logout HTTP/1.1" 302 352
127.0.0.1 - - [08/Sep/2019:13:45:16 +0530] "GET / HTTP/1.1" 302 372
127.0.0.1 - - [08/Sep/2019:13:45:16 +0530] "GET /home HTTP/1.1" 302 376
127.0.0.1 - - [08/Sep/2019:13:45:17 +0530] "GET /login HTTP/1.1" 200 4891
127.0.0.1 - - [08/Sep/2019:13:45:26 +0530] "POST /login HTTP/1.1" 302 372
127.0.0.1 - - [08/Sep/2019:13:45:27 +0530] "GET /home HTTP/1.1" 200 3360
::1 - - [08/Sep/2019:13:46:53 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1510
::1 - - [08/Sep/2019:13:48:07 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1510
::1 - - [08/Sep/2019:13:48:09 +0530] "POST /phpmyadmin/index.php HTTP/1.1" 200 1510
